Time,id,iq,Te,omega_m
0.720,1.203,6.937,4.112,261.888
0.720,1.203,6.937,4.112,261.924
0.720,1.203,6.937,4.112,261.960
0.720,1.203,6.937,4.112,261.996
0.720,1.203,6.937,4.112,262.032
0.720,1.203,6.937,4.112,262.068
0.720,1.203,6.937,4.112,262.105
0.720,1.203,6.937,4.112,262.141
0.720,1.203,6.937,4.112,262.177
0.720,1.203,6.937,4.112,262.213
0.721,1.203,6.937,4.112,262.249
0.721,1.203,6.937,4.112,262.285
0.721,1.203,6.937,4.112,262.321
0.721,1.203,6.937,4.112,262.357
0.721,1.203,6.937,4.112,262.394
0.721,1.203,6.937,4.112,262.430
0.721,1.203,6.937,4.112,262.466
0.721,1.203,6.937,4.112,262.502
0.721,1.203,6.937,4.112,262.538
0.721,1.203,6.937,4.112,262.574
0.722,1.203,6.937,4.112,262.610
0.722,1.203,6.937,4.112,262.646
0.722,1.203,6.937,4.112,262.682
0.722,1.203,6.937,4.112,262.719
0.722,1.203,6.937,4.112,262.755
0.722,1.203,6.937,4.112,262.791
0.722,1.203,6.937,4.112,262.827
0.722,1.203,6.937,4.112,262.863
0.722,1.203,6.937,4.112,262.899
0.722,1.203,6.937,4.112,262.935
0.723,1.203,6.937,4.112,262.971
0.723,1.203,6.937,4.112,263.008
0.723,1.203,6.937,4.112,263.044
0.723,1.203,6.937,4.112,263.080
0.723,1.203,6.937,4.112,263.116
0.723,1.203,6.937,4.112,263.152
0.723,1.203,6.937,4.112,263.188
0.723,1.203,6.937,4.112,263.224
0.723,1.203,6.937,4.112,263.260
0.723,1.203,6.937,4.112,263.296
0.724,1.203,6.937,4.112,263.333
0.724,1.203,6.937,4.112,263.369
0.724,1.203,6.937,4.112,263.405
0.724,1.203,6.937,4.112,263.441
0.724,1.203,6.937,4.112,263.477
0.724,1.203,6.937,4.112,263.513
0.724,1.203,6.937,4.112,263.549
0.724,1.203,6.937,4.112,263.585
0.724,1.203,6.937,4.112,263.622
0.724,1.203,6.937,4.112,263.658
0.725,1.203,6.937,4.112,263.694
0.725,1.203,6.937,4.112,263.730
0.725,1.203,6.937,4.112,263.766
0.725,1.203,6.937,4.112,263.802
0.725,1.203,6.937,4.112,263.838
0.725,1.203,6.937,4.112,263.874
0.725,1.203,6.937,4.112,263.911
0.725,1.203,6.937,4.112,263.947
0.725,1.203,6.937,4.112,263.983
0.725,1.203,6.937,4.112,264.019
0.726,1.203,6.937,4.112,264.055
0.726,1.203,6.937,4.112,264.091
0.726,1.203,6.937,4.112,264.127
0.726,1.203,6.937,4.112,264.163
0.726,1.203,6.937,4.112,264.199
0.726,1.203,6.937,4.112,264.236
0.726,1.203,6.937,4.112,264.272
0.726,1.203,6.937,4.112,264.308
0.726,1.203,6.937,4.112,264.344
0.726,1.203,6.937,4.112,264.380
0.727,1.203,6.937,4.112,264.416
0.727,1.203,6.937,4.112,264.452
0.727,1.203,6.937,4.112,264.488
0.727,1.203,6.937,4.112,264.525
0.727,1.203,6.937,4.112,264.561
0.727,1.203,6.937,4.112,264.597
0.727,1.203,6.937,4.112,264.633
0.727,1.203,6.937,4.112,264.669
0.727,1.203,6.937,4.112,264.705
0.727,1.203,6.937,4.112,264.741
0.728,1.203,6.937,4.112,264.777
0.728,1.203,6.937,4.112,264.814
0.728,1.203,6.937,4.112,264.850
0.728,1.203,6.937,4.112,264.886
0.728,1.203,6.937,4.112,264.922
0.728,1.203,6.937,4.112,264.958
0.728,1.203,6.937,4.112,264.994
0.728,1.203,6.937,4.112,265.030
0.728,1.203,6.937,4.112,265.066
0.728,1.203,6.937,4.112,265.102
0.729,1.203,6.937,4.112,265.139
0.729,1.203,6.937,4.112,265.175
0.729,1.203,6.937,4.112,265.211
0.729,1.203,6.937,4.112,265.247
0.729,1.203,6.937,4.112,265.283
0.729,1.203,6.937,4.112,265.319
0.729,1.203,6.937,4.112,265.355
0.729,1.203,6.937,4.112,265.391
0.729,1.203,6.937,4.112,265.428
0.729,1.203,6.937,4.112,265.464
0.730,1.203,6.937,4.112,265.500
0.730,1.203,6.937,4.112,265.536
0.730,1.203,6.937,4.112,265.572
0.730,1.203,6.937,4.112,265.608
0.730,1.203,6.937,4.112,265.644
0.730,1.203,6.937,4.112,265.680
0.730,1.203,6.937,4.112,265.717
0.730,1.203,6.937,4.112,265.753
0.730,1.203,6.937,4.112,265.789
0.730,1.203,6.937,4.112,265.825
0.731,1.203,6.937,4.112,265.861
0.731,1.203,6.937,4.112,265.897
0.731,1.203,6.937,4.112,265.933
0.731,1.203,6.937,4.112,265.969
0.731,1.203,6.937,4.112,266.005
0.731,1.203,6.937,4.112,266.042
0.731,1.203,6.937,4.112,266.078
0.731,1.203,6.937,4.112,266.114
0.731,1.203,6.937,4.112,266.150
0.731,1.203,6.937,4.112,266.186
0.732,1.203,6.937,4.112,266.222
0.732,1.203,6.937,4.112,266.258
0.732,1.203,6.937,4.112,266.294
0.732,1.203,6.937,4.112,266.331
0.732,1.203,6.937,4.112,266.367
0.732,1.203,6.937,4.112,266.403
0.732,1.203,6.937,4.112,266.439
0.732,1.203,6.937,4.112,266.475
0.732,1.203,6.937,4.112,266.511
0.732,1.203,6.937,4.112,266.547
0.733,1.203,6.937,4.112,266.583
0.733,1.203,6.937,4.112,266.619
0.733,1.203,6.937,4.112,266.656
0.733,1.203,6.937,4.112,266.692
0.733,1.203,6.937,4.112,266.728
0.733,1.203,6.937,4.112,266.764
0.733,1.203,6.937,4.112,266.800
0.733,1.203,6.937,4.112,266.836
0.733,1.203,6.937,4.112,266.872
0.733,1.203,6.937,4.112,266.908
0.734,1.203,6.937,4.112,266.945
0.734,1.203,6.937,4.112,266.981
0.734,1.203,6.937,4.112,267.017
0.734,1.203,6.937,4.112,267.053
0.734,1.203,6.937,4.112,267.089
0.734,1.203,6.937,4.112,267.125
0.734,1.203,6.937,4.112,267.161
0.734,1.203,6.937,4.112,267.197
0.734,1.203,6.937,4.112,267.234
0.734,1.203,6.937,4.112,267.270
0.735,1.203,6.937,4.112,267.306
0.735,1.203,6.937,4.112,267.342
0.735,1.203,6.937,4.112,267.378
0.735,1.203,6.937,4.112,267.414
0.735,1.203,6.937,4.112,267.450
0.735,1.203,6.937,4.112,267.486
0.735,1.203,6.937,4.112,267.522
0.735,1.203,6.937,4.112,267.559
0.735,1.203,6.937,4.112,267.595
0.735,1.203,6.937,4.112,267.631
0.736,1.203,6.937,4.112,267.667
0.736,1.203,6.937,4.112,267.703
0.736,1.203,6.937,4.112,267.739
0.736,1.203,6.937,4.112,267.775
0.736,1.203,6.937,4.112,267.811
0.736,1.203,6.937,4.112,267.848
0.736,1.203,6.937,4.112,267.884
0.736,1.203,6.937,4.112,267.920
0.736,1.203,6.937,4.112,267.956
0.736,1.203,6.937,4.112,267.992
0.737,1.203,6.937,4.112,268.028
0.737,1.203,6.937,4.112,268.064
0.737,1.203,6.937,4.112,268.100
0.737,1.203,6.937,4.112,268.137
0.737,1.203,6.937,4.112,268.173
0.737,1.203,6.937,4.112,268.209
0.737,1.203,6.937,4.112,268.245
0.737,1.203,6.937,4.112,268.281
0.737,1.203,6.937,4.112,268.317
0.737,1.203,6.937,4.112,268.353
0.738,1.203,6.937,4.112,268.389
0.738,1.203,6.937,4.112,268.425
0.738,1.203,6.937,4.112,268.462
0.738,1.203,6.937,4.112,268.498
0.738,1.203,6.937,4.112,268.534
0.738,1.203,6.937,4.112,268.570
0.738,1.203,6.937,4.112,268.606
0.738,1.203,6.937,4.112,268.642
0.738,1.203,6.937,4.112,268.678
0.738,1.203,6.937,4.112,268.714
0.739,1.203,6.937,4.112,268.751
0.739,1.203,6.937,4.112,268.787
0.739,1.203,6.937,4.112,268.823
0.739,1.203,6.937,4.112,268.859
0.739,1.203,6.937,4.112,268.895
0.739,1.203,6.937,4.112,268.931
0.739,1.203,6.937,4.112,268.967
0.739,1.203,6.937,4.112,269.003
0.739,1.203,6.937,4.112,269.040
0.739,1.203,6.937,4.112,269.076
0.740,1.203,6.937,4.112,269.112
0.740,1.203,6.937,4.112,269.148
0.740,1.203,6.937,4.112,269.184
0.740,1.203,6.937,4.112,269.220
0.740,1.203,6.937,4.112,269.256
0.740,1.203,6.937,4.112,269.292
0.740,1.203,6.937,4.112,269.328
0.740,1.203,6.937,4.112,269.365
0.740,1.203,6.937,4.112,269.401
0.740,1.203,6.937,4.112,269.437
0.741,1.203,6.937,4.112,269.473
0.741,1.203,6.937,4.112,269.509
0.741,1.203,6.937,4.112,269.545
0.741,1.203,6.937,4.112,269.581
0.741,1.203,6.937,4.112,269.617
0.741,1.203,6.937,4.112,269.654
0.741,1.203,6.937,4.112,269.690
0.741,1.203,6.937,4.112,269.726
0.741,1.203,6.937,4.112,269.762
0.741,1.203,6.937,4.112,269.798
0.742,1.203,6.937,4.112,269.834
0.742,1.203,6.937,4.112,269.870
0.742,1.203,6.937,4.112,269.906
0.742,1.203,6.937,4.112,269.942
0.742,1.203,6.937,4.112,269.979
0.742,1.203,6.937,4.112,270.015
0.742,1.203,6.937,4.112,270.051
0.742,1.203,6.937,4.112,270.087
0.742,1.203,6.937,4.112,270.123
0.742,1.203,6.937,4.112,270.159
0.743,1.203,6.937,4.112,270.195
0.743,1.203,6.937,4.112,270.231
0.743,1.203,6.937,4.112,270.268
0.743,1.203,6.937,4.112,270.304
0.743,1.203,6.937,4.112,270.340
0.743,1.203,6.937,4.112,270.376
0.743,1.203,6.937,4.112,270.412
0.743,1.203,6.937,4.112,270.448
0.743,1.203,6.937,4.112,270.484
0.743,1.203,6.937,4.112,270.520
0.744,1.203,6.937,4.112,270.557
0.744,1.203,6.937,4.112,270.593
0.744,1.203,6.937,4.112,270.629
0.744,1.203,6.937,4.112,270.665
0.744,1.203,6.937,4.112,270.701
0.744,1.203,6.937,4.112,270.737
0.744,1.203,6.937,4.112,270.773
0.744,1.203,6.937,4.112,270.809
0.744,1.203,6.937,4.112,270.845
0.744,1.203,6.937,4.112,270.882
0.745,1.203,6.937,4.112,270.918
0.745,1.203,6.937,4.112,270.954
0.745,1.203,6.937,4.112,270.990
0.745,1.203,6.937,4.112,271.026
0.745,1.203,6.937,4.112,271.062
0.745,1.203,6.937,4.112,271.098
0.745,1.203,6.937,4.112,271.134
0.745,1.203,6.937,4.112,271.171
0.745,1.203,6.937,4.112,271.207
0.745,1.203,6.937,4.112,271.243
0.746,1.203,6.937,4.112,271.279
0.746,1.203,6.937,4.112,271.315
0.746,1.203,6.937,4.112,271.351
0.746,1.203,6.937,4.112,271.387
0.746,1.203,6.937,4.112,271.423
0.746,1.203,6.937,4.112,271.460
0.746,1.203,6.937,4.112,271.496
0.746,1.203,6.937,4.112,271.532
0.746,1.203,6.937,4.112,271.568
0.746,1.203,6.937,4.112,271.604
0.747,1.203,6.937,4.112,271.640
0.747,1.203,6.937,4.112,271.676
0.747,1.203,6.937,4.112,271.712
0.747,1.203,6.937,4.112,271.748
0.747,1.203,6.937,4.112,271.785
0.747,1.203,6.937,4.112,271.821
0.747,1.203,6.937,4.112,271.857
0.747,1.203,6.937,4.112,271.893
0.747,1.203,6.937,4.112,271.929
0.747,1.203,6.937,4.112,271.965
0.748,1.203,6.937,4.112,272.001
0.748,1.203,6.937,4.112,272.037
0.748,1.203,6.937,4.112,272.074
0.748,1.203,6.937,4.112,272.110
0.748,1.203,6.937,4.112,272.146
0.748,1.203,6.937,4.112,272.182
0.748,1.203,6.937,4.112,272.218
0.748,1.203,6.937,4.112,272.254
0.748,1.203,6.937,4.112,272.290
0.748,1.203,6.937,4.112,272.326
0.749,1.203,6.937,4.112,272.363
0.749,1.203,6.937,4.112,272.399
0.749,1.203,6.937,4.112,272.435
0.749,1.203,6.937,4.112,272.471
0.749,1.203,6.937,4.112,272.507
0.749,1.203,6.937,4.112,272.543
0.749,1.203,6.937,4.112,272.579
0.749,1.203,6.937,4.112,272.615
0.749,1.203,6.937,4.112,272.651
0.749,1.203,6.937,4.112,272.688
0.750,1.203,6.937,4.112,272.724
0.750,1.203,6.937,4.112,272.760
0.750,1.203,6.937,4.112,272.796
0.750,1.203,6.937,4.112,272.832
0.750,1.203,6.937,4.112,272.868
0.750,1.203,6.937,4.112,272.904
0.750,1.203,6.937,4.112,272.940
0.750,1.203,6.937,4.112,272.977
0.750,1.203,6.937,4.112,273.013
0.750,1.203,6.937,4.112,273.049
0.751,1.203,6.937,4.112,273.085
0.751,1.203,6.937,4.112,273.121
0.751,1.203,6.937,4.112,273.157
0.751,1.203,6.937,4.112,273.193
0.751,1.203,6.937,4.112,273.229
0.751,1.203,6.937,4.112,273.265
0.751,1.203,6.937,4.112,273.302
0.751,1.203,6.937,4.112,273.338
0.751,1.203,6.937,4.112,273.374
0.751,1.203,6.937,4.112,273.410
0.752,1.203,6.937,4.112,273.446
0.752,1.203,6.937,4.112,273.482
0.752,1.203,6.937,4.112,273.518
0.752,1.203,6.937,4.112,273.554
0.752,1.203,6.937,4.112,273.591
0.752,1.203,6.937,4.112,273.627
0.752,1.203,6.937,4.112,273.663
0.752,1.203,6.937,4.112,273.699
0.752,1.203,6.937,4.112,273.735
0.752,1.203,6.937,4.112,273.771
0.753,1.203,6.937,4.112,273.807
0.753,1.203,6.937,4.112,273.843
0.753,1.203,6.937,4.112,273.880
0.753,1.203,6.937,4.112,273.916
0.753,1.203,6.937,4.112,273.952
0.753,1.203,6.937,4.112,273.988
0.753,1.203,6.937,4.112,274.024
0.753,1.203,6.937,4.112,274.060
0.753,1.203,6.937,4.112,274.096
0.753,1.203,6.937,4.112,274.132
0.754,1.203,6.937,4.112,274.168
0.754,1.203,6.937,4.112,274.205
0.754,1.203,6.937,4.112,274.241
0.754,1.203,6.937,4.112,274.277
0.754,1.203,6.937,4.112,274.313
0.754,1.203,6.937,4.112,274.349
0.754,1.203,6.937,4.112,274.385
0.754,1.203,6.937,4.112,274.421
0.754,1.203,6.937,4.112,274.457
0.754,1.203,6.937,4.112,274.494
0.755,1.203,6.937,4.112,274.530
0.755,1.203,6.937,4.112,274.566
0.755,1.203,6.937,4.112,274.602
0.755,1.203,6.937,4.112,274.638
0.755,1.203,6.937,4.112,274.674
0.755,1.203,6.937,4.112,274.710
0.755,1.203,6.937,4.112,274.746
0.755,1.203,6.937,4.112,274.783
0.755,1.203,6.937,4.112,274.819
0.755,1.203,6.937,4.112,274.855
0.756,1.203,6.937,4.112,274.891
0.756,1.203,6.937,4.112,274.927
0.756,1.203,6.937,4.112,274.963
0.756,1.203,6.937,4.112,274.999
0.756,1.203,6.937,4.112,275.035
0.756,1.203,6.937,4.112,275.071
0.756,1.203,6.937,4.112,275.108
0.756,1.203,6.937,4.112,275.144
0.756,1.203,6.937,4.112,275.180
0.756,1.203,6.937,4.112,275.216
0.757,1.203,6.937,4.112,275.252
0.757,1.203,6.937,4.112,275.288
0.757,1.203,6.937,4.112,275.324
0.757,1.203,6.937,4.112,275.360
0.757,1.203,6.937,4.112,275.397
0.757,1.203,6.937,4.112,275.433
0.757,1.203,6.937,4.112,275.469
0.757,1.203,6.937,4.112,275.505
0.757,1.203,6.937,4.112,275.541
0.757,1.203,6.937,4.112,275.577
0.758,1.203,6.937,4.112,275.613
0.758,1.203,6.937,4.112,275.649
0.758,1.203,6.937,4.112,275.686
0.758,1.203,6.937,4.112,275.722
0.758,1.203,6.937,4.112,275.758
0.758,1.203,6.937,4.112,275.794
0.758,1.203,6.937,4.112,275.830
0.758,1.203,6.937,4.112,275.866
0.758,1.203,6.937,4.112,275.902
0.758,1.203,6.937,4.112,275.938
0.759,1.203,6.937,4.112,275.974
0.759,1.203,6.937,4.112,276.011
0.759,1.203,6.937,4.112,276.047
0.759,1.203,6.937,4.112,276.083
0.759,1.203,6.937,4.112,276.119
0.759,1.203,6.937,4.112,276.155
0.759,1.203,6.937,4.112,276.191
0.759,1.203,6.937,4.112,276.227
0.759,1.203,6.937,4.112,276.263
0.759,1.203,6.937,4.112,276.300
0.760,1.203,6.937,4.112,276.336
0.760,1.203,6.937,4.112,276.372
0.760,1.203,6.937,4.112,276.408
0.760,1.203,6.937,4.112,276.444
0.760,1.203,6.937,4.112,276.480
0.760,1.203,6.937,4.112,276.516
0.760,1.203,6.937,4.112,276.552
0.760,1.203,6.937,4.112,276.589
0.760,1.203,6.937,4.112,276.625
0.760,1.203,6.937,4.112,276.661
0.761,1.203,6.937,4.112,276.697
0.761,1.203,6.937,4.112,276.733
0.761,1.203,6.937,4.112,276.769
0.761,1.203,6.937,4.112,276.805
0.761,1.203,6.937,4.112,276.841
0.761,1.203,6.937,4.112,276.877
0.761,1.203,6.937,4.112,276.914
0.761,1.203,6.937,4.112,276.950
0.761,1.203,6.937,4.112,276.986
0.761,1.203,6.937,4.112,277.022
0.762,1.203,6.937,4.112,277.058
0.762,1.203,6.937,4.112,277.094
0.762,1.203,6.937,4.112,277.130
0.762,1.203,6.937,4.112,277.166
0.762,1.203,6.937,4.112,277.203
0.762,1.203,6.937,4.112,277.239
0.762,1.203,6.937,4.112,277.275
0.762,1.203,6.937,4.112,277.311
0.762,1.203,6.937,4.112,277.347
0.762,1.203,6.937,4.112,277.383
0.763,1.203,6.937,4.112,277.419
0.763,1.203,6.937,4.112,277.455
0.763,1.203,6.937,4.112,277.491
0.763,1.203,6.937,4.112,277.528
0.763,1.203,6.937,4.112,277.564
0.763,1.203,6.937,4.112,277.600
0.763,1.203,6.937,4.112,277.636
0.763,1.203,6.937,4.112,277.672
0.763,1.203,6.937,4.112,277.708
0.763,1.203,6.937,4.112,277.744
0.764,1.203,6.937,4.112,277.780
0.764,1.203,6.937,4.112,277.817
0.764,1.203,6.937,4.112,277.853
0.764,1.203,6.937,4.112,277.889
0.764,1.203,6.937,4.112,277.925
0.764,1.203,6.937,4.112,277.961
0.764,1.203,6.937,4.112,277.997
0.764,1.203,6.937,4.112,278.033
0.764,1.203,6.937,4.112,278.069
0.764,1.203,6.937,4.112,278.106
0.765,1.203,6.937,4.112,278.142
0.765,1.203,6.937,4.112,278.178
0.765,1.203,6.937,4.112,278.214
0.765,1.203,6.937,4.112,278.250
0.765,1.203,6.937,4.112,278.286
0.765,1.203,6.937,4.112,278.322
0.765,1.203,6.937,4.112,278.358
0.765,1.203,6.937,4.112,278.394
0.765,1.203,6.937,4.112,278.431
0.765,1.203,6.937,4.112,278.467
0.766,1.203,6.937,4.112,278.503
0.766,1.203,6.937,4.112,278.539
0.766,1.203,6.937,4.112,278.575
0.766,1.203,6.937,4.112,278.611
0.766,1.203,6.937,4.112,278.647
0.766,1.203,6.937,4.112,278.683
0.766,1.203,6.937,4.112,278.720
0.766,1.203,6.937,4.112,278.756
0.766,1.203,6.937,4.112,278.792
0.766,1.203,6.937,4.112,278.828
0.767,1.203,6.937,4.112,278.864
0.767,1.203,6.937,4.112,278.900
0.767,1.203,6.937,4.112,278.936
0.767,1.203,6.937,4.112,278.972
0.767,1.203,6.937,4.112,279.009
0.767,1.203,6.937,4.112,279.045
0.767,1.203,6.937,4.112,279.081
0.767,1.203,6.937,4.112,279.117
0.767,1.203,6.937,4.112,279.153
0.767,1.203,6.937,4.112,279.189
0.768,1.203,6.937,4.112,279.225
0.768,1.203,6.937,4.112,279.261
0.768,1.203,6.937,4.112,279.297
0.768,1.203,6.937,4.112,279.334
0.768,1.203,6.937,4.112,279.370
0.768,1.203,6.937,4.112,279.406
0.768,1.203,6.937,4.112,279.442
0.768,1.203,6.937,4.112,279.478
0.768,1.203,6.937,4.112,279.514
0.768,1.203,6.937,4.112,279.550
0.769,1.203,6.937,4.112,279.586
0.769,1.203,6.937,4.112,279.623
0.769,1.203,6.937,4.112,279.659
0.769,1.203,6.937,4.112,279.695
0.769,1.203,6.937,4.112,279.731
0.769,1.203,6.937,4.112,279.767
0.769,1.203,6.937,4.112,279.803
0.769,1.203,6.937,4.112,279.839
0.769,1.203,6.937,4.112,279.875
0.769,1.203,6.937,4.112,279.912
0.770,1.203,6.937,4.112,279.948
0.770,1.203,6.937,4.112,279.984
0.770,1.203,6.937,4.112,280.020
0.770,1.203,6.937,4.112,280.056
0.770,1.203,6.937,4.112,280.092
0.770,1.203,6.937,4.112,280.128
0.770,1.203,6.937,4.112,280.164
0.770,1.203,6.937,4.112,280.200
0.770,1.203,6.937,4.112,280.237
0.770,1.203,6.937,4.112,280.273
0.771,1.203,6.937,4.112,280.309
0.771,1.203,6.937,4.112,280.345
0.771,1.203,6.937,4.112,280.381
0.771,1.203,6.937,4.112,280.417
0.771,1.203,6.937,4.112,280.453
0.771,1.203,6.937,4.112,280.489
0.771,1.203,6.937,4.112,280.526
0.771,1.203,6.937,4.112,280.562
0.771,1.203,6.937,4.112,280.598
0.771,1.203,6.937,4.112,280.634
0.772,1.203,6.937,4.112,280.670
0.772,1.203,6.937,4.112,280.706
0.772,1.203,6.937,4.112,280.742
0.772,1.203,6.937,4.112,280.778
0.772,1.203,6.937,4.112,280.814
0.772,1.203,6.937,4.112,280.851
0.772,1.203,6.937,4.112,280.887
0.772,1.203,6.937,4.112,280.923
0.772,1.203,6.937,4.112,280.959
0.772,1.203,6.937,4.112,280.995
0.773,1.203,6.937,4.112,281.031
0.773,1.203,6.937,4.112,281.067
0.773,1.203,6.937,4.112,281.103
0.773,1.203,6.937,4.112,281.140
0.773,1.203,6.937,4.112,281.176
0.773,1.203,6.937,4.112,281.212
0.773,1.203,6.937,4.112,281.248
0.773,1.203,6.937,4.112,281.284
0.773,1.203,6.937,4.112,281.320
0.773,1.203,6.937,4.112,281.356
0.774,1.203,6.937,4.112,281.392
0.774,1.203,6.937,4.112,281.429
0.774,1.203,6.937,4.112,281.465
0.774,1.203,6.937,4.112,281.501
0.774,1.203,6.937,4.112,281.537
0.774,1.203,6.937,4.112,281.573
0.774,1.203,6.937,4.112,281.609
0.774,1.203,6.937,4.112,281.645
0.774,1.203,6.937,4.112,281.681
0.774,1.203,6.937,4.112,281.717
0.775,1.203,6.937,4.112,281.754
0.775,1.203,6.937,4.112,281.790
0.775,1.203,6.937,4.112,281.826
0.775,1.203,6.937,4.112,281.862
0.775,1.203,6.937,4.112,281.898
0.775,1.203,6.937,4.112,281.934
0.775,1.203,6.937,4.112,281.970
0.775,1.203,6.937,4.112,282.006
0.775,1.203,6.937,4.112,282.043
0.775,1.203,6.937,4.112,282.079
0.776,1.203,6.937,4.112,282.115
0.776,1.203,6.937,4.112,282.151
0.776,1.203,6.937,4.112,282.187
0.776,1.203,6.937,4.112,282.223
0.776,1.203,6.937,4.112,282.259
0.776,1.203,6.937,4.112,282.295
0.776,1.203,6.937,4.112,282.332
0.776,1.203,6.937,4.112,282.368
0.776,1.203,6.937,4.112,282.404
0.776,1.203,6.937,4.112,282.440
0.777,1.203,6.937,4.112,282.476
0.777,1.203,6.937,4.112,282.512
0.777,1.203,6.937,4.112,282.548
0.777,1.203,6.937,4.112,282.584
0.777,1.203,6.937,4.112,282.620
0.777,1.203,6.937,4.112,282.657
0.777,1.203,6.937,4.112,282.693
0.777,1.203,6.937,4.112,282.729
0.777,1.203,6.937,4.112,282.765
0.777,1.203,6.937,4.112,282.801
0.778,1.203,6.937,4.112,282.837
0.778,1.203,6.937,4.112,282.873
0.778,1.203,6.937,4.112,282.909
0.778,1.203,6.937,4.112,282.946
0.778,1.203,6.937,4.112,282.982
0.778,1.203,6.937,4.112,283.018
0.778,1.203,6.937,4.112,283.054
0.778,1.203,6.937,4.112,283.090
0.778,1.203,6.937,4.112,283.126
0.778,1.203,6.937,4.112,283.162
0.779,1.203,6.937,4.112,283.198
0.779,1.203,6.937,4.112,283.235
0.779,1.203,6.937,4.112,283.271
0.779,1.203,6.937,4.112,283.307
0.779,1.203,6.937,4.112,283.343
0.779,1.203,6.937,4.112,283.379
0.779,1.203,6.937,4.112,283.415
0.779,1.203,6.937,4.112,283.451
0.779,1.203,6.937,4.112,283.487
0.779,1.203,6.937,4.112,283.523
0.780,1.203,6.937,4.112,283.560
0.780,1.203,6.937,4.112,283.596
0.780,1.203,6.937,4.112,283.632
0.780,1.203,6.937,4.112,283.668
0.780,1.203,6.937,4.112,283.704
0.780,1.203,6.937,4.112,283.740
0.780,1.203,6.937,4.112,283.776
0.780,1.203,6.937,4.112,283.812
0.780,1.203,6.937,4.112,283.849
0.780,1.203,6.937,4.112,283.885
0.781,1.203,6.937,4.112,283.921
0.781,1.203,6.937,4.112,283.957
0.781,1.203,6.937,4.112,283.993
0.781,1.203,6.937,4.112,284.029
0.781,1.203,6.937,4.112,284.065
0.781,1.203,6.937,4.112,284.101
0.781,1.203,6.937,4.112,284.137
0.781,1.203,6.937,4.112,284.174
0.781,1.203,6.937,4.112,284.210
0.781,1.203,6.937,4.112,284.246
0.782,1.203,6.937,4.112,284.282
0.782,1.203,6.937,4.112,284.318
0.782,1.203,6.937,4.112,284.354
0.782,1.203,6.937,4.112,284.390
0.782,1.203,6.937,4.112,284.426
0.782,1.203,6.937,4.112,284.463
0.782,1.203,6.937,4.112,284.499
0.782,1.203,6.937,4.112,284.535
0.782,1.203,6.937,4.112,284.571
0.782,1.203,6.937,4.112,284.607
0.783,1.203,6.937,4.112,284.643
0.783,1.203,6.937,4.112,284.679
0.783,1.203,6.937,4.112,284.715
0.783,1.203,6.937,4.112,284.752
0.783,1.203,6.937,4.112,284.788
0.783,1.203,6.937,4.112,284.824
0.783,1.203,6.937,4.112,284.860
0.783,1.203,6.937,4.112,284.896
0.783,1.203,6.937,4.112,284.932
0.783,1.203,6.937,4.112,284.968
0.784,1.203,6.937,4.112,285.004
0.784,1.203,6.937,4.112,285.040
0.784,1.203,6.937,4.112,285.077
0.784,1.203,6.937,4.112,285.113
0.784,1.203,6.937,4.112,285.149
0.784,1.203,6.937,4.112,285.185
0.784,1.203,6.937,4.112,285.221
0.784,1.203,6.937,4.112,285.257
0.784,1.203,6.937,4.112,285.293
0.784,1.203,6.937,4.112,285.329
0.785,1.203,6.937,4.112,285.366
0.785,1.203,6.937,4.112,285.402
0.785,1.203,6.937,4.112,285.438
0.785,1.203,6.937,4.112,285.474
0.785,1.203,6.937,4.112,285.510
0.785,1.203,6.937,4.112,285.546
0.785,1.203,6.937,4.112,285.582
0.785,1.203,6.937,4.112,285.618
0.785,1.203,6.937,4.112,285.655
0.785,1.203,6.937,4.112,285.691
0.786,1.203,6.937,4.112,285.727
0.786,1.203,6.937,4.112,285.763
0.786,1.203,6.937,4.112,285.799
0.786,1.203,6.937,4.112,285.835
0.786,1.203,6.937,4.112,285.871
0.786,1.203,6.937,4.112,285.907
0.786,1.203,6.937,4.112,285.943
0.786,1.203,6.937,4.112,285.980
0.786,1.203,6.937,4.112,286.016
0.786,1.203,6.937,4.112,286.052
0.787,1.203,6.937,4.112,286.088
0.787,1.203,6.937,4.112,286.124
0.787,1.203,6.937,4.112,286.160
0.787,1.203,6.937,4.112,286.196
0.787,1.203,6.937,4.112,286.232
0.787,1.203,6.937,4.112,286.269
0.787,1.203,6.937,4.112,286.305
0.787,1.203,6.937,4.112,286.341
0.787,1.203,6.937,4.112,286.377
0.787,1.203,6.937,4.112,286.413
0.788,1.203,6.937,4.112,286.449
0.788,1.203,6.937,4.112,286.485
0.788,1.203,6.937,4.112,286.521
0.788,1.203,6.937,4.112,286.558
0.788,1.203,6.937,4.112,286.594
0.788,1.203,6.937,4.112,286.630
0.788,1.203,6.937,4.112,286.666
0.788,1.203,6.937,4.112,286.702
0.788,1.203,6.937,4.112,286.738
0.788,1.203,6.937,4.112,286.774
0.789,1.203,6.937,4.112,286.810
0.789,1.203,6.937,4.112,286.846
0.789,1.203,6.937,4.112,286.883
0.789,1.203,6.937,4.112,286.919
0.789,1.203,6.937,4.112,286.955
0.789,1.203,6.937,4.112,286.991
0.789,1.203,6.937,4.112,287.027
0.789,1.203,6.937,4.112,287.063
0.789,1.203,6.937,4.112,287.099
