Time,id,iq,Te,omega_m
0.069,1.140,6.928,4.109,27.073
0.070,1.141,6.928,4.109,27.109
0.070,1.141,6.928,4.109,27.145
0.070,1.141,6.928,4.109,27.181
0.070,1.141,6.928,4.109,27.217
0.070,1.141,6.928,4.109,27.253
0.070,1.142,6.927,4.109,27.289
0.070,1.142,6.927,4.109,27.325
0.070,1.142,6.927,4.109,27.361
0.070,1.142,6.927,4.109,27.397
0.070,1.143,6.927,4.109,27.434
0.071,1.143,6.927,4.109,27.470
0.071,1.143,6.927,4.109,27.506
0.071,1.143,6.927,4.109,27.542
0.071,1.144,6.927,4.109,27.578
0.071,1.144,6.927,4.109,27.614
0.071,1.144,6.927,4.109,27.650
0.071,1.144,6.927,4.109,27.686
0.071,1.145,6.927,4.109,27.722
0.071,1.145,6.927,4.109,27.758
0.071,1.145,6.927,4.108,27.794
0.072,1.145,6.927,4.108,27.831
0.072,1.145,6.927,4.108,27.867
0.072,1.146,6.927,4.108,27.903
0.072,1.146,6.927,4.108,27.939
0.072,1.146,6.926,4.108,27.975
0.072,1.146,6.926,4.108,28.011
0.072,1.147,6.926,4.108,28.047
0.072,1.147,6.926,4.108,28.083
0.072,1.147,6.926,4.108,28.119
0.072,1.147,6.926,4.108,28.155
0.073,1.148,6.926,4.108,28.191
0.073,1.148,6.926,4.108,28.227
0.073,1.148,6.926,4.108,28.263
0.073,1.148,6.926,4.108,28.300
0.073,1.148,6.926,4.108,28.336
0.073,1.149,6.926,4.108,28.372
0.073,1.149,6.926,4.108,28.408
0.073,1.149,6.926,4.108,28.444
0.073,1.149,6.926,4.108,28.480
0.073,1.150,6.926,4.108,28.516
0.074,1.150,6.926,4.108,28.552
0.074,1.150,6.926,4.108,28.588
0.074,1.150,6.926,4.108,28.624
0.074,1.150,6.926,4.108,28.660
0.074,1.151,6.926,4.108,28.696
0.074,1.151,6.926,4.108,28.733
0.074,1.151,6.926,4.108,28.769
0.074,1.151,6.926,4.107,28.805
0.074,1.152,6.925,4.107,28.841
0.074,1.152,6.925,4.107,28.877
0.075,1.152,6.925,4.107,28.913
0.075,1.152,6.925,4.107,28.949
0.075,1.152,6.925,4.107,28.985
0.075,1.153,6.925,4.107,29.021
0.075,1.153,6.925,4.107,29.057
0.075,1.153,6.925,4.107,29.093
0.075,1.153,6.925,4.107,29.129
0.075,1.153,6.925,4.107,29.165
0.075,1.154,6.925,4.107,29.201
0.075,1.154,6.925,4.107,29.238
0.076,1.154,6.925,4.107,29.274
0.076,1.154,6.925,4.107,29.310
0.076,1.155,6.925,4.107,29.346
0.076,1.155,6.925,4.107,29.382
0.076,1.155,6.925,4.107,29.418
0.076,1.155,6.925,4.107,29.454
0.076,1.155,6.925,4.107,29.490
0.076,1.156,6.925,4.107,29.526
0.076,1.156,6.925,4.107,29.562
0.076,1.156,6.925,4.107,29.598
0.077,1.156,6.925,4.107,29.634
0.077,1.156,6.925,4.107,29.670
0.077,1.157,6.925,4.107,29.706
0.077,1.157,6.925,4.107,29.743
0.077,1.157,6.925,4.107,29.779
0.077,1.157,6.925,4.107,29.815
0.077,1.157,6.925,4.107,29.851
0.077,1.158,6.925,4.107,29.887
0.077,1.158,6.925,4.107,29.923
0.077,1.158,6.925,4.107,29.959
0.078,1.158,6.925,4.107,29.995
0.078,1.158,6.925,4.107,30.031
0.078,1.159,6.924,4.107,30.067
0.078,1.159,6.924,4.107,30.103
0.078,1.159,6.924,4.107,30.139
0.078,1.159,6.924,4.107,30.175
0.078,1.159,6.924,4.106,30.211
0.078,1.160,6.924,4.106,30.247
0.078,1.160,6.924,4.106,30.283
0.078,1.160,6.924,4.106,30.320
0.079,1.160,6.924,4.106,30.356
0.079,1.160,6.924,4.106,30.392
0.079,1.161,6.924,4.106,30.428
0.079,1.161,6.924,4.106,30.464
0.079,1.161,6.924,4.106,30.500
0.079,1.161,6.924,4.106,30.536
0.079,1.161,6.924,4.106,30.572
0.079,1.162,6.924,4.106,30.608
0.079,1.162,6.924,4.106,30.644
0.079,1.162,6.924,4.106,30.680
0.080,1.162,6.924,4.106,30.716
0.080,1.162,6.924,4.106,30.752
0.080,1.162,6.924,4.106,30.788
0.080,1.163,6.924,4.106,30.824
0.080,1.163,6.924,4.106,30.860
0.080,1.163,6.924,4.106,30.897
0.080,1.163,6.924,4.106,30.933
0.080,1.163,6.924,4.106,30.969
0.080,1.164,6.924,4.106,31.005
0.080,1.164,6.924,4.106,31.041
0.081,1.164,6.924,4.106,31.077
0.081,1.164,6.924,4.106,31.113
0.081,1.164,6.924,4.106,31.149
0.081,1.164,6.924,4.106,31.185
0.081,1.165,6.924,4.106,31.221
0.081,1.165,6.924,4.106,31.257
0.081,1.165,6.924,4.106,31.293
0.081,1.165,6.924,4.106,31.329
0.081,1.165,6.924,4.106,31.365
0.081,1.165,6.924,4.106,31.401
0.082,1.166,6.924,4.106,31.437
0.082,1.166,6.924,4.106,31.474
0.082,1.166,6.924,4.106,31.510
0.082,1.166,6.924,4.106,31.546
0.082,1.166,6.924,4.106,31.582
0.082,1.167,6.924,4.106,31.618
0.082,1.167,6.924,4.106,31.654
0.082,1.167,6.924,4.106,31.690
0.082,1.167,6.924,4.106,31.726
0.082,1.167,6.924,4.106,31.762
0.083,1.167,6.924,4.106,31.798
0.083,1.168,6.924,4.106,31.834
0.083,1.168,6.924,4.106,31.870
0.083,1.168,6.924,4.106,31.906
0.083,1.168,6.924,4.106,31.942
0.083,1.168,6.924,4.106,31.978
0.083,1.168,6.924,4.106,32.014
0.083,1.168,6.924,4.106,32.050
0.083,1.169,6.924,4.106,32.087
0.083,1.169,6.924,4.106,32.123
0.084,1.169,6.924,4.106,32.159
0.084,1.169,6.924,4.106,32.195
0.084,1.169,6.924,4.106,32.231
0.084,1.169,6.924,4.106,32.267
0.084,1.170,6.924,4.106,32.303
0.084,1.170,6.924,4.106,32.339
0.084,1.170,6.924,4.106,32.375
0.084,1.170,6.924,4.106,32.411
0.084,1.170,6.924,4.106,32.447
0.084,1.170,6.924,4.106,32.483
0.085,1.171,6.924,4.106,32.519
0.085,1.171,6.924,4.106,32.555
0.085,1.171,6.924,4.106,32.591
0.085,1.171,6.924,4.106,32.627
0.085,1.171,6.924,4.106,32.663
0.085,1.171,6.924,4.106,32.699
0.085,1.171,6.924,4.106,32.736
0.085,1.172,6.924,4.106,32.772
0.085,1.172,6.924,4.106,32.808
0.085,1.172,6.924,4.106,32.844
0.086,1.172,6.924,4.106,32.880
0.086,1.172,6.924,4.106,32.916
0.086,1.172,6.924,4.106,32.952
0.086,1.172,6.924,4.106,32.988
0.086,1.173,6.924,4.106,33.024
0.086,1.173,6.924,4.106,33.060
0.086,1.173,6.924,4.106,33.096
0.086,1.173,6.924,4.106,33.132
0.086,1.173,6.924,4.106,33.168
0.086,1.173,6.924,4.106,33.204
0.087,1.173,6.924,4.106,33.240
0.087,1.174,6.924,4.105,33.276
0.087,1.174,6.924,4.105,33.312
0.087,1.174,6.924,4.105,33.348
0.087,1.174,6.924,4.105,33.385
0.087,1.174,6.924,4.105,33.421
0.087,1.174,6.924,4.105,33.457
0.087,1.174,6.924,4.105,33.493
0.087,1.175,6.924,4.105,33.529
0.087,1.175,6.924,4.105,33.565
0.088,1.175,6.924,4.105,33.601
0.088,1.175,6.924,4.105,33.637
0.088,1.175,6.924,4.105,33.673
0.088,1.175,6.924,4.105,33.709
0.088,1.175,6.924,4.105,33.745
0.088,1.176,6.924,4.105,33.781
0.088,1.176,6.924,4.105,33.817
0.088,1.176,6.924,4.105,33.853
0.088,1.176,6.924,4.105,33.889
0.088,1.176,6.924,4.105,33.925
0.089,1.176,6.924,4.105,33.961
0.089,1.176,6.924,4.105,33.997
0.089,1.176,6.924,4.105,34.033
0.089,1.177,6.924,4.105,34.070
0.089,1.177,6.924,4.105,34.106
0.089,1.177,6.924,4.105,34.142
0.089,1.177,6.924,4.105,34.178
0.089,1.177,6.924,4.105,34.214
0.089,1.177,6.924,4.105,34.250
0.089,1.177,6.924,4.105,34.286
0.090,1.177,6.924,4.105,34.322
0.090,1.178,6.924,4.105,34.358
0.090,1.178,6.924,4.105,34.394
0.090,1.178,6.924,4.105,34.430
0.090,1.178,6.924,4.105,34.466
0.090,1.178,6.924,4.105,34.502
0.090,1.178,6.924,4.105,34.538
0.090,1.178,6.924,4.105,34.574
0.090,1.178,6.924,4.105,34.610
0.090,1.179,6.924,4.105,34.646
0.091,1.179,6.924,4.105,34.682
0.091,1.179,6.924,4.105,34.719
0.091,1.179,6.924,4.105,34.755
0.091,1.179,6.924,4.105,34.791
0.091,1.179,6.924,4.105,34.827
0.091,1.179,6.924,4.105,34.863
0.091,1.179,6.924,4.106,34.899
0.091,1.180,6.924,4.106,34.935
0.091,1.180,6.924,4.106,34.971
0.091,1.180,6.924,4.106,35.007
0.092,1.180,6.924,4.106,35.043
0.092,1.180,6.924,4.106,35.079
0.092,1.180,6.924,4.106,35.115
0.092,1.180,6.924,4.106,35.151
0.092,1.180,6.924,4.106,35.187
0.092,1.180,6.924,4.106,35.223
0.092,1.181,6.924,4.106,35.259
0.092,1.181,6.924,4.106,35.295
0.092,1.181,6.924,4.106,35.331
0.092,1.181,6.924,4.106,35.368
0.093,1.181,6.924,4.106,35.404
0.093,1.181,6.924,4.106,35.440
0.093,1.181,6.924,4.106,35.476
0.093,1.181,6.924,4.106,35.512
0.093,1.181,6.924,4.106,35.548
0.093,1.182,6.924,4.106,35.584
0.093,1.182,6.924,4.106,35.620
0.093,1.182,6.924,4.106,35.656
0.093,1.182,6.925,4.106,35.692
0.093,1.182,6.925,4.106,35.728
0.094,1.182,6.925,4.106,35.764
0.094,1.182,6.925,4.106,35.800
0.094,1.182,6.925,4.106,35.836
0.094,1.182,6.925,4.106,35.872
0.094,1.182,6.925,4.106,35.908
0.094,1.183,6.925,4.106,35.944
0.094,1.183,6.925,4.106,35.980
0.094,1.183,6.925,4.106,36.017
0.094,1.183,6.925,4.106,36.053
0.094,1.183,6.925,4.106,36.089
0.095,1.183,6.925,4.106,36.125
0.095,1.183,6.925,4.106,36.161
0.095,1.183,6.925,4.106,36.197
0.095,1.183,6.925,4.106,36.233
0.095,1.184,6.925,4.106,36.269
0.095,1.184,6.925,4.106,36.305
0.095,1.184,6.925,4.106,36.341
0.095,1.184,6.925,4.106,36.377
0.095,1.184,6.925,4.106,36.413
0.095,1.184,6.925,4.106,36.449
0.096,1.184,6.925,4.106,36.485
0.096,1.184,6.925,4.106,36.521
0.096,1.184,6.925,4.106,36.557
0.096,1.184,6.925,4.106,36.593
0.096,1.185,6.925,4.106,36.630
0.096,1.185,6.925,4.106,36.666
0.096,1.185,6.925,4.106,36.702
0.096,1.185,6.925,4.106,36.738
0.096,1.185,6.925,4.106,36.774
0.096,1.185,6.925,4.106,36.810
0.097,1.185,6.925,4.106,36.846
0.097,1.185,6.925,4.106,36.882
0.097,1.185,6.925,4.106,36.918
0.097,1.185,6.925,4.106,36.954
0.097,1.185,6.925,4.106,36.990
0.097,1.186,6.925,4.106,37.026
0.097,1.186,6.925,4.106,37.062
0.097,1.186,6.925,4.106,37.098
0.097,1.186,6.925,4.106,37.134
0.097,1.186,6.925,4.106,37.170
0.098,1.186,6.925,4.106,37.206
0.098,1.186,6.925,4.106,37.243
0.098,1.186,6.925,4.106,37.279
0.098,1.186,6.925,4.106,37.315
0.098,1.186,6.925,4.106,37.351
0.098,1.186,6.925,4.106,37.387
0.098,1.187,6.925,4.106,37.423
0.098,1.187,6.925,4.106,37.459
0.098,1.187,6.925,4.106,37.495
0.098,1.187,6.925,4.106,37.531
0.099,1.187,6.926,4.106,37.567
0.099,1.187,6.926,4.106,37.603
0.099,1.187,6.926,4.106,37.639
0.099,1.187,6.926,4.106,37.675
0.099,1.187,6.926,4.106,37.711
0.099,1.187,6.926,4.106,37.747
0.099,1.187,6.926,4.106,37.783
0.099,1.188,6.926,4.106,37.819
0.099,1.188,6.926,4.106,37.856
0.099,1.188,6.926,4.106,37.892
0.100,1.188,6.926,4.106,37.928
0.100,1.188,6.926,4.106,37.964
0.100,1.188,6.926,4.106,38.000
0.100,1.188,6.926,4.106,38.036
0.100,1.188,6.926,4.106,38.072
0.100,1.188,6.926,4.106,38.108
0.100,1.188,6.926,4.106,38.144
0.100,1.188,6.926,4.106,38.180
0.100,1.188,6.926,4.106,38.216
0.100,1.189,6.926,4.106,38.252
0.101,1.189,6.926,4.106,38.288
0.101,1.189,6.926,4.106,38.324
0.101,1.189,6.926,4.106,38.360
0.101,1.189,6.926,4.106,38.396
0.101,1.189,6.926,4.106,38.432
0.101,1.189,6.926,4.106,38.469
0.101,1.189,6.926,4.106,38.505
0.101,1.189,6.926,4.106,38.541
0.101,1.189,6.926,4.106,38.577
0.101,1.189,6.926,4.106,38.613
0.102,1.189,6.926,4.106,38.649
0.102,1.189,6.926,4.106,38.685
0.102,1.190,6.926,4.106,38.721
0.102,1.190,6.926,4.106,38.757
0.102,1.190,6.926,4.106,38.793
0.102,1.190,6.926,4.106,38.829
0.102,1.190,6.926,4.106,38.865
0.102,1.190,6.926,4.106,38.901
0.102,1.190,6.926,4.106,38.937
0.102,1.190,6.926,4.106,38.973
0.103,1.190,6.926,4.106,39.010
0.103,1.190,6.926,4.106,39.046
0.103,1.190,6.926,4.106,39.082
0.103,1.190,6.926,4.106,39.118
0.103,1.190,6.927,4.106,39.154
0.103,1.190,6.927,4.106,39.190
0.103,1.191,6.927,4.106,39.226
0.103,1.191,6.927,4.106,39.262
0.103,1.191,6.927,4.106,39.298
0.103,1.191,6.927,4.106,39.334
0.104,1.191,6.927,4.106,39.370
0.104,1.191,6.927,4.106,39.406
0.104,1.191,6.927,4.107,39.442
0.104,1.191,6.927,4.107,39.478
0.104,1.191,6.927,4.107,39.514
0.104,1.191,6.927,4.107,39.550
0.104,1.191,6.927,4.107,39.587
0.104,1.191,6.927,4.107,39.623
0.104,1.191,6.927,4.107,39.659
0.104,1.191,6.927,4.107,39.695
0.105,1.192,6.927,4.107,39.731
0.105,1.192,6.927,4.107,39.767
0.105,1.192,6.927,4.107,39.803
0.105,1.192,6.927,4.107,39.839
0.105,1.192,6.927,4.107,39.875
0.105,1.192,6.927,4.107,39.911
0.105,1.192,6.927,4.107,39.947
0.105,1.192,6.927,4.107,39.983
0.105,1.192,6.927,4.107,40.019
0.105,1.192,6.927,4.107,40.055
0.106,1.192,6.927,4.107,40.091
0.106,1.192,6.927,4.107,40.128
0.106,1.192,6.927,4.107,40.164
0.106,1.192,6.927,4.107,40.200
0.106,1.192,6.927,4.107,40.236
0.106,1.193,6.927,4.107,40.272
0.106,1.193,6.927,4.107,40.308
0.106,1.193,6.927,4.107,40.344
0.106,1.193,6.927,4.107,40.380
0.106,1.193,6.927,4.107,40.416
0.107,1.193,6.927,4.107,40.452
0.107,1.193,6.927,4.107,40.488
0.107,1.193,6.927,4.107,40.524
0.107,1.193,6.927,4.107,40.560
0.107,1.193,6.927,4.107,40.596
0.107,1.193,6.927,4.107,40.632
0.107,1.193,6.927,4.107,40.669
0.107,1.193,6.927,4.107,40.705
0.107,1.193,6.928,4.107,40.741
0.107,1.193,6.928,4.107,40.777
0.108,1.193,6.928,4.107,40.813
0.108,1.194,6.928,4.107,40.849
0.108,1.194,6.928,4.107,40.885
0.108,1.194,6.928,4.107,40.921
0.108,1.194,6.928,4.107,40.957
0.108,1.194,6.928,4.107,40.993
0.108,1.194,6.928,4.107,41.029
0.108,1.194,6.928,4.107,41.065
0.108,1.194,6.928,4.107,41.101
0.108,1.194,6.928,4.107,41.137
0.109,1.194,6.928,4.107,41.174
0.109,1.194,6.928,4.107,41.210
0.109,1.194,6.928,4.107,41.246
0.109,1.194,6.928,4.107,41.282
0.109,1.194,6.928,4.107,41.318
0.109,1.194,6.928,4.107,41.354
0.109,1.194,6.928,4.107,41.390
0.109,1.194,6.928,4.107,41.426
0.109,1.194,6.928,4.107,41.462
0.109,1.195,6.928,4.107,41.498
0.110,1.195,6.928,4.107,41.534
0.110,1.195,6.928,4.107,41.570
0.110,1.195,6.928,4.107,41.606
0.110,1.195,6.928,4.107,41.642
0.110,1.195,6.928,4.107,41.679
0.110,1.195,6.928,4.107,41.715
0.110,1.195,6.928,4.107,41.751
0.110,1.195,6.928,4.107,41.787
0.110,1.195,6.928,4.107,41.823
0.110,1.195,6.928,4.107,41.859
0.111,1.195,6.928,4.107,41.895
0.111,1.195,6.928,4.107,41.931
0.111,1.195,6.928,4.107,41.967
0.111,1.195,6.928,4.107,42.003
0.111,1.195,6.928,4.107,42.039
0.111,1.195,6.928,4.107,42.075
0.111,1.195,6.928,4.107,42.111
0.111,1.195,6.928,4.107,42.147
0.111,1.196,6.928,4.107,42.184
0.111,1.196,6.928,4.107,42.220
0.112,1.196,6.928,4.107,42.256
0.112,1.196,6.929,4.107,42.292
0.112,1.196,6.929,4.107,42.328
0.112,1.196,6.929,4.107,42.364
0.112,1.196,6.929,4.107,42.400
0.112,1.196,6.929,4.107,42.436
0.112,1.196,6.929,4.107,42.472
0.112,1.196,6.929,4.107,42.508
0.112,1.196,6.929,4.107,42.544
0.112,1.196,6.929,4.107,42.580
0.113,1.196,6.929,4.107,42.616
0.113,1.196,6.929,4.107,42.653
0.113,1.196,6.929,4.108,42.689
0.113,1.196,6.929,4.108,42.725
0.113,1.196,6.929,4.108,42.761
0.113,1.196,6.929,4.108,42.797
0.113,1.196,6.929,4.108,42.833
0.113,1.196,6.929,4.108,42.869
0.113,1.196,6.929,4.108,42.905
0.113,1.197,6.929,4.108,42.941
0.114,1.197,6.929,4.108,42.977
0.114,1.197,6.929,4.108,43.013
0.114,1.197,6.929,4.108,43.049
0.114,1.197,6.929,4.108,43.085
0.114,1.197,6.929,4.108,43.121
0.114,1.197,6.929,4.108,43.158
0.114,1.197,6.929,4.108,43.194
0.114,1.197,6.929,4.108,43.230
0.114,1.197,6.929,4.108,43.266
0.114,1.197,6.929,4.108,43.302
0.115,1.197,6.929,4.108,43.338
0.115,1.197,6.929,4.108,43.374
0.115,1.197,6.929,4.108,43.410
0.115,1.197,6.929,4.108,43.446
0.115,1.197,6.929,4.108,43.482
0.115,1.197,6.929,4.108,43.518
0.115,1.197,6.929,4.108,43.554
0.115,1.197,6.929,4.108,43.591
0.115,1.197,6.929,4.108,43.627
0.115,1.197,6.929,4.108,43.663
0.116,1.197,6.929,4.108,43.699
0.116,1.197,6.929,4.108,43.735
0.116,1.198,6.929,4.108,43.771
0.116,1.198,6.929,4.108,43.807
0.116,1.198,6.929,4.108,43.843
0.116,1.198,6.929,4.108,43.879
0.116,1.198,6.929,4.108,43.915
0.116,1.198,6.930,4.108,43.951
0.116,1.198,6.930,4.108,43.987
0.116,1.198,6.930,4.108,44.023
0.117,1.198,6.930,4.108,44.060
0.117,1.198,6.930,4.108,44.096
0.117,1.198,6.930,4.108,44.132
0.117,1.198,6.930,4.108,44.168
0.117,1.198,6.930,4.108,44.204
0.117,1.198,6.930,4.108,44.240
0.117,1.198,6.930,4.108,44.276
0.117,1.198,6.930,4.108,44.312
0.117,1.198,6.930,4.108,44.348
0.117,1.198,6.930,4.108,44.384
0.118,1.198,6.930,4.108,44.420
0.118,1.198,6.930,4.108,44.456
0.118,1.198,6.930,4.108,44.492
0.118,1.198,6.930,4.108,44.529
0.118,1.198,6.930,4.108,44.565
0.118,1.198,6.930,4.108,44.601
0.118,1.198,6.930,4.108,44.637
0.118,1.198,6.930,4.108,44.673
0.118,1.199,6.930,4.108,44.709
0.118,1.199,6.930,4.108,44.745
0.119,1.199,6.930,4.108,44.781
0.119,1.199,6.930,4.108,44.817
0.119,1.199,6.930,4.108,44.853
0.119,1.199,6.930,4.108,44.889
0.119,1.199,6.930,4.108,44.925
0.119,1.199,6.930,4.108,44.962
0.119,1.199,6.930,4.108,44.998
0.119,1.199,6.930,4.108,45.034
0.119,1.199,6.930,4.108,45.070
0.119,1.199,6.930,4.108,45.106
0.120,1.199,6.930,4.108,45.142
0.120,1.199,6.930,4.108,45.178
0.120,1.199,6.930,4.108,45.214
0.120,1.199,6.930,4.108,45.250
0.120,1.199,6.930,4.108,45.286
0.120,1.199,6.930,4.108,45.322
0.120,1.199,6.930,4.108,45.358
0.120,1.199,6.930,4.108,45.395
0.120,1.199,6.930,4.108,45.431
0.120,1.199,6.930,4.108,45.467
0.121,1.199,6.930,4.108,45.503
0.121,1.199,6.930,4.108,45.539
0.121,1.199,6.930,4.108,45.575
0.121,1.199,6.930,4.108,45.611
0.121,1.199,6.930,4.108,45.647
0.121,1.199,6.930,4.108,45.683
0.121,1.199,6.931,4.108,45.719
0.121,1.199,6.931,4.108,45.755
0.121,1.200,6.931,4.108,45.791
0.121,1.200,6.931,4.108,45.828
0.122,1.200,6.931,4.108,45.864
0.122,1.200,6.931,4.108,45.900
0.122,1.200,6.931,4.108,45.936
0.122,1.200,6.931,4.108,45.972
0.122,1.200,6.931,4.109,46.008
0.122,1.200,6.931,4.109,46.044
0.122,1.200,6.931,4.109,46.080
0.122,1.200,6.931,4.109,46.116
0.122,1.200,6.931,4.109,46.152
0.122,1.200,6.931,4.109,46.188
0.123,1.200,6.931,4.109,46.224
0.123,1.200,6.931,4.109,46.261
0.123,1.200,6.931,4.109,46.297
0.123,1.200,6.931,4.109,46.333
0.123,1.200,6.931,4.109,46.369
0.123,1.200,6.931,4.109,46.405
0.123,1.200,6.931,4.109,46.441
0.123,1.200,6.931,4.109,46.477
0.123,1.200,6.931,4.109,46.513
0.123,1.200,6.931,4.109,46.549
0.124,1.200,6.931,4.109,46.585
0.124,1.200,6.931,4.109,46.621
0.124,1.200,6.931,4.109,46.658
0.124,1.200,6.931,4.109,46.694
0.124,1.200,6.931,4.109,46.730
0.124,1.200,6.931,4.109,46.766
0.124,1.200,6.931,4.109,46.802
0.124,1.200,6.931,4.109,46.838
0.124,1.200,6.931,4.109,46.874
0.124,1.200,6.931,4.109,46.910
0.125,1.200,6.931,4.109,46.946
0.125,1.200,6.931,4.109,46.982
0.125,1.200,6.931,4.109,47.018
0.125,1.200,6.931,4.109,47.054
0.125,1.201,6.931,4.109,47.091
0.125,1.201,6.931,4.109,47.127
0.125,1.201,6.931,4.109,47.163
0.125,1.201,6.931,4.109,47.199
0.125,1.201,6.931,4.109,47.235
0.125,1.201,6.931,4.109,47.271
0.126,1.201,6.931,4.109,47.307
0.126,1.201,6.931,4.109,47.343
0.126,1.201,6.931,4.109,47.379
0.126,1.201,6.931,4.109,47.415
0.126,1.201,6.931,4.109,47.451
0.126,1.201,6.931,4.109,47.488
0.126,1.201,6.931,4.109,47.524
0.126,1.201,6.931,4.109,47.560
0.126,1.201,6.931,4.109,47.596
0.126,1.201,6.932,4.109,47.632
0.127,1.201,6.932,4.109,47.668
0.127,1.201,6.932,4.109,47.704
0.127,1.201,6.932,4.109,47.740
0.127,1.201,6.932,4.109,47.776
0.127,1.201,6.932,4.109,47.812
0.127,1.201,6.932,4.109,47.848
0.127,1.201,6.932,4.109,47.885
0.127,1.201,6.932,4.109,47.921
0.127,1.201,6.932,4.109,47.957
0.127,1.201,6.932,4.109,47.993
0.128,1.201,6.932,4.109,48.029
0.128,1.201,6.932,4.109,48.065
0.128,1.201,6.932,4.109,48.101
0.128,1.201,6.932,4.109,48.137
0.128,1.201,6.932,4.109,48.173
0.128,1.201,6.932,4.109,48.209
0.128,1.201,6.932,4.109,48.245
0.128,1.201,6.932,4.109,48.282
0.128,1.201,6.932,4.109,48.318
0.128,1.201,6.932,4.109,48.354
0.129,1.201,6.932,4.109,48.390
0.129,1.201,6.932,4.109,48.426
0.129,1.201,6.932,4.109,48.462
0.129,1.201,6.932,4.109,48.498
0.129,1.201,6.932,4.109,48.534
0.129,1.201,6.932,4.109,48.570
0.129,1.201,6.932,4.109,48.606
0.129,1.201,6.932,4.109,48.642
0.129,1.202,6.932,4.109,48.679
0.129,1.202,6.932,4.109,48.715
0.130,1.202,6.932,4.109,48.751
0.130,1.202,6.932,4.109,48.787
0.130,1.202,6.932,4.109,48.823
0.130,1.202,6.932,4.109,48.859
0.130,1.202,6.932,4.109,48.895
0.130,1.202,6.932,4.109,48.931
0.130,1.202,6.932,4.109,48.967
0.130,1.202,6.932,4.109,49.003
0.130,1.202,6.932,4.109,49.039
0.130,1.202,6.932,4.109,49.076
0.131,1.202,6.932,4.109,49.112
0.131,1.202,6.932,4.109,49.148
0.131,1.202,6.932,4.109,49.184
0.131,1.202,6.932,4.109,49.220
0.131,1.202,6.932,4.109,49.256
0.131,1.202,6.932,4.109,49.292
0.131,1.202,6.932,4.109,49.328
0.131,1.202,6.932,4.109,49.364
0.131,1.202,6.932,4.109,49.400
0.131,1.202,6.932,4.109,49.436
0.132,1.202,6.932,4.109,49.473
0.132,1.202,6.932,4.109,49.509
0.132,1.202,6.932,4.109,49.545
0.132,1.202,6.932,4.109,49.581
0.132,1.202,6.932,4.109,49.617
0.132,1.202,6.932,4.109,49.653
0.132,1.202,6.932,4.109,49.689
0.132,1.202,6.932,4.109,49.725
0.132,1.202,6.932,4.109,49.761
0.132,1.202,6.933,4.109,49.797
0.133,1.202,6.933,4.110,49.834
0.133,1.202,6.933,4.110,49.870
0.133,1.202,6.933,4.110,49.906
0.133,1.202,6.933,4.110,49.942
0.133,1.202,6.933,4.110,49.978
0.133,1.202,6.933,4.110,50.014
0.133,1.202,6.933,4.110,50.050
0.133,1.202,6.933,4.110,50.086
0.133,1.202,6.933,4.110,50.122
0.133,1.202,6.933,4.110,50.158
0.134,1.202,6.933,4.110,50.194
0.134,1.202,6.933,4.110,50.231
0.134,1.202,6.933,4.110,50.267
0.134,1.202,6.933,4.110,50.303
0.134,1.202,6.933,4.110,50.339
0.134,1.202,6.933,4.110,50.375
0.134,1.202,6.933,4.110,50.411
0.134,1.202,6.933,4.110,50.447
0.134,1.202,6.933,4.110,50.483
0.134,1.202,6.933,4.110,50.519
0.135,1.202,6.933,4.110,50.555
0.135,1.202,6.933,4.110,50.592
0.135,1.202,6.933,4.110,50.628
0.135,1.202,6.933,4.110,50.664
0.135,1.202,6.933,4.110,50.700
0.135,1.202,6.933,4.110,50.736
0.135,1.203,6.933,4.110,50.772
0.135,1.203,6.933,4.110,50.808
0.135,1.203,6.933,4.110,50.844
0.135,1.203,6.933,4.110,50.880
0.136,1.203,6.933,4.110,50.916
0.136,1.203,6.933,4.110,50.953
0.136,1.203,6.933,4.110,50.989
0.136,1.203,6.933,4.110,51.025
0.136,1.203,6.933,4.110,51.061
0.136,1.203,6.933,4.110,51.097
0.136,1.203,6.933,4.110,51.133
0.136,1.203,6.933,4.110,51.169
0.136,1.203,6.933,4.110,51.205
0.136,1.203,6.933,4.110,51.241
0.137,1.203,6.933,4.110,51.277
0.137,1.203,6.933,4.110,51.314
0.137,1.203,6.933,4.110,51.350
0.137,1.203,6.933,4.110,51.386
0.137,1.203,6.933,4.110,51.422
0.137,1.203,6.933,4.110,51.458
0.137,1.203,6.933,4.110,51.494
0.137,1.203,6.933,4.110,51.530
0.137,1.203,6.933,4.110,51.566
0.137,1.203,6.933,4.110,51.602
0.138,1.203,6.933,4.110,51.638
0.138,1.203,6.933,4.110,51.674
0.138,1.203,6.933,4.110,51.711
0.138,1.203,6.933,4.110,51.747
0.138,1.203,6.933,4.110,51.783
0.138,1.203,6.933,4.110,51.819
0.138,1.203,6.933,4.110,51.855
0.138,1.203,6.933,4.110,51.891
0.138,1.203,6.933,4.110,51.927
0.138,1.203,6.933,4.110,51.963
0.139,1.203,6.933,4.110,51.999
0.139,1.203,6.933,4.110,52.035
0.139,1.203,6.933,4.110,52.072
0.139,1.203,6.933,4.110,52.108
0.139,1.203,6.933,4.110,52.144
0.139,1.203,6.933,4.110,52.180
0.139,1.203,6.933,4.110,52.216
0.139,1.203,6.933,4.110,52.252
